,temp_diff,m_avg_dissolved_oxygen
666,0.15000000000000213,1.7813953488372092
405,0.22250000000000014,2.1399999999999997
568,13.214000000000002,2.2038666666666664
93,2.655555555555555,3.6666666666666665
651,0.49999999999999645,1.7813953488372092
433,1.3960000000000008,1.4552
83,4.112318840579711,7.069565217391304
645,0.7250000000000014,1.7813953488372092
592,8.600000000000001,0.6071428571428571
414,2.5509803921568626,2.334705882352941
557,15.253125,0.5171875
578,2.695833333333333,2.725
728,3.875,1.7813953488372092
322,2.4399999999999977,0.86
357,0.8707692307692341,3.4038461538461537
69,3.0749999999999993,0.7352941176470589
514,9.456818181818182,1.0545454545454545
509,11.673507462686567,0.46119402985074626
340,1.4533333333333331,2.1
221,4.902222222222225,1.7648148148148148
711,4.399999999999999,1.7813953488372092
146,1.735714285714284,1.92
289,5.695238095238098,4.0476190476190474
29,0.05549999999999855,5.36
114,8.160714285714285,4.128571428571428
508,8.148823529411766,1.9552941176470586
616,0.6045454545454554,2.8786363636363634
176,0.6136363636363633,2.2545454545454544
168,10.558139534883718,1.7813953488372092
347,1.7861111111111114,6.188888888888888
376,0.016666666666669272,8.016666666666667
579,4.868548387096773,5.219354838709678
667,4.199999999999999,1.7813953488372092
652,1.6750000000000007,1.7813953488372092
585,6.4453125,5.175
189,7.855434782608697,0.7565217391304347
136,8.23125,9.30625
446,0.403333333333336,6.334
642,5.462499999999999,1.7813953488372092
254,10.067857142857143,1.2348571428571429
674,4.899999999999999,1.7813953488372092
290,10.302777777777777,0.3055555555555556
719,0.5,1.7813953488372092
647,-4.598809523809525,1.7813953488372092
232,11.872383720930234,1.4976744186046513
33,3.3650000000000055,0.255
88,0.5865384615384599,4.469230769230769
44,8.440151515151516,2.1090909090909093
341,0.40249999999999986,4.54
61,8.654545454545453,1.2045454545454546
731,-0.04999999999999716,1.7813953488372092
199,3.1529069767441875,4.832558139534884
429,0.09999999999999964,7.4159999999999995
571,11.2921875,0.7646875
394,0.2749999999999986,10.782
297,7.056250000000002,0.08750000000000001
73,5.797826086956523,0.8043478260869565
393,0.24199999999999733,5.5352
547,4.4656962025316425,0.41392405063291143
541,9.779135802469138,0.5769135802469135
653,6.366666666666667,1.7813953488372092
637,3.929999999999996,1.7813953488372092
643,7.583333333333336,1.7813953488372092
217,6.157511737089203,5.674647887323943
539,13.357894736842105,0.0988157894736842
632,5.6636904761904745,1.7813953488372092
421,1.295689655172417,0.4327586206896552
138,7.00357142857143,4.292142857142857
212,11.587692307692308,1.7961538461538462
644,1.4250000000000007,1.7813953488372092
641,4.6875,1.7813953488372092
662,4.449999999999999,1.7813953488372092
701,1.1999999999999993,1.7813953488372092
234,1.514999999999997,3.9019999999999997
67,5.642307692307693,1.6076923076923075
24,7.175000000000001,8.807142857142857
381,-0.03400000000000247,5.8
216,1.700872093023257,3.218604651162791
129,0.745454545454546,1.034
349,2.6799999999999997,2.8400000000000003
111,2.517857142857146,2.0214285714285714
166,8.27142857142857,4.352380952380953
207,7.768597560975611,0.5609756097560976
438,2.625,0.3375
552,5.365432098765432,0.22074074074074074
274,6.1419999999999995,0.5660000000000001
649,5.066666666666666,1.7813953488372092
591,9.879999999999999,0.060000000000000005
669,6.25,1.7813953488372092
525,8.23219512195122,3.4012195121951216
287,3.2900000000000027,0.51
469,9.984701492537313,0.6417910447761194
326,5.123333333333331,2.3133333333333335
121,5.7933333333333294,1.7965
507,4.2294117647058815,4.591176470588235
228,1.6816666666666649,4.133333333333334
595,11.856666666666666,0.008666666666666666
445,1.6350000000000016,1.468
117,2.4651515151515113,1.6604545454545454
464,1.4255555555555546,4.064197530864197
25,6.947647058823531,4.014705882352941
110,5.285714285714285,0.20714285714285716
149,3.59333333333333,2.3
152,3.4375,0.40384615384615385
528,11.014772727272728,0.5772727272727273
461,11.73095238095238,0.48452380952380947
598,0.020000000000003126,1.504
139,3.907142857142855,1.4757142857142858
260,10.714500000000001,1.148
323,1.3299999999999983,4.366666666666666
686,5.949999999999999,1.7813953488372092
248,10.898490566037733,0.3622641509433962
450,1.9333333333333371,1.6666666666666667
410,0.8099999999999987,3.5645000000000002
607,7.948333333333334,0.8633333333333333
19,5.1211206896551715,6.041379310344827
328,2.6824999999999974,3.34
296,5.33666666666667,0.4346666666666667
269,6.082000000000001,0.8254
226,11.778787878787877,0.6848484848484849
94,1.0785714285714292,4.042857142857143
515,9.784558823529412,0.6720588235294118
280,2.0963636363636375,2.0558823529411767
286,5.06388888888889,0.2916666666666667
589,6.097808219178084,1.134375
712,1.5999999999999979,1.7813953488372092
444,4.395,0.525
184,6.496929824561404,3.8403508771929826
371,2.241904761904763,5.671428571428571
668,3.0166666666666657,1.7813953488372092
744,2.25,1.7813953488372092
275,4.0440000000000005,1.4038
715,6.225000000000001,1.7813953488372092
182,5.609999999999999,1.7150000000000003
32,8.490624999999998,1.053125
80,6.457692307692309,0.7692307692307693
307,2.1020000000000003,5.332000000000001
11,0.754999999999999,4.678125
43,8.178125000000001,5.50625
86,6.373809523809523,1.9142857142857144
36,5.477564102564104,9.158974358974358
58,0.2183333333333337,3.3066666666666666
41,1.3461538461538431,5.323076923076924
411,0.6400000000000006,6.696000000000001
562,8.848888888888887,1.232
209,3.8925675675675677,0.9702702702702702
148,6.4238095238095205,6.041428571428572
594,9.7625,0.47125
123,1.4199999999999982,0.11500000000000002
574,10.577499999999997,0.8975
98,5.069642857142856,0.5428571428571428
377,3.3108695652173914,3.6999999999999997
130,0.5124999999999993,3.4325
23,0.49423076923077147,5.207692307692308
665,2.9250000000000007,1.7813953488372092
555,8.4921875,3.759375
370,-0.02499999999999858,6.8125
512,2.593055555555555,2.1507936507936507
383,1.7050000000000036,8.620833333333334
201,10.423863636363635,0.9159090909090909
368,0.3960000000000008,3.3360000000000003
554,0.9801229508196698,1.3421311475409836
610,2.0366666666666653,1.2590000000000001
387,0.4351851851851869,4.351851851851852
292,4.524999999999999,0.39375
256,11.439069767441865,1.2744186046511627
606,7.646666666666665,1.3876666666666668
197,5.433552631578948,1.0447368421052632
95,8.06,6.8133333333333335
736,1.8499999999999979,1.7813953488372092
721,6.849999999999998,1.7813953488372092
169,8.976136363636364,1.643181818181818
581,6.791012658227849,0.4620253164556962
305,2.9571428571428555,0.3285714285714286
560,3.535344827586208,1.3741379310344828
373,1.0208333333333357,2.1958333333333333
227,8.291132075471701,1.2471698113207546
660,0.04999999999999716,1.7813953488372092
143,5.547833333333333,2.956
180,12.306976744186045,1.5976744186046512
131,3.0928571428571416,1.3142857142857143
727,3.666666666666668,1.7813953488372092
47,2.926666666666666,6.566666666666666
324,0.5250000000000004,8.82
203,5.313703703703702,1.5722222222222224
84,5.550403225806452,5.861290322580645
633,4.676190476190474,1.7813953488372092
565,3.789473684210524,0.6936842105263158
611,8.955555555555556,6.458666666666667
398,0.847999999999999,3.418
91,4.100000000000001,0.7999999999999999
82,1.267857142857146,2.3214285714285716
430,1.6325000000000038,6.183
119,4.376470588235293,7.783529411764706
291,8.024999999999999,0.07777777777777778
57,2.396153846153844,0.038461538461538464
321,7.530000000000001,0.0
257,6.0196428571428555,1.743142857142857
725,1.5,1.7813953488372092
442,6.224999999999998,0.19
42,5.555128205128204,8.664102564102564
617,2.767142857142856,1.7813953488372092
388,-0.125,8.690000000000001
335,1.0359999999999978,3.26
273,7.012499999999999,0.3965
488,6.042187500000001,1.7234375
550,7.597794117647059,0.9367647058823529
53,6.737499999999999,6.325
716,3.3000000000000007,1.7813953488372092
128,3.7166666666666686,0.5750000000000001
28,2.1605769230769205,1.5615384615384615
183,0.10833333333333428,3.788888888888889
459,9.272168674698797,4.331325301204819
510,9.269117647058824,0.7808823529411765
675,4.649999999999999,1.7813953488372092
151,2.9107142857142847,0.3
244,4.585245901639343,0.6081967213114754
714,6.800000000000001,1.7813953488372092
543,5.756617647058825,2.4716176470588236
544,6.437999999999999,0.2844
639,2.599999999999998,1.7813953488372092
697,2.474999999999998,1.7813953488372092
265,3.998214285714285,3.9166666666666665
288,-0.03571428571428825,2.8285714285714287
423,0.34666666666666757,5.511333333333334
147,0.5142857142857125,1.6035714285714284
659,0.7750000000000021,1.7813953488372092
177,0.07272727272727408,3.127272727272727
99,1.485714285714284,1.042857142857143
448,2.6081818181818193,0.9900000000000001
431,3.9879999999999995,0.4988
709,6.674999999999997,1.7813953488372092
115,6.932142857142857,2.2264285714285714
72,6.920000000000002,2.7733333333333334
537,3.780493827160493,3.458024691358025
677,0.5749999999999993,1.7813953488372092
751,1.1333333333333329,0.10500000000000001
174,6.655681818181815,0.46060606060606063
87,2.4383333333333326,2.6599999999999997
551,8.450886075949366,0.18265822784810126
486,15.810963855421686,0.41325301204819276
705,3.370833333333337,1.7813953488372092
314,2.6000000000000014,1.7813953488372092
396,0.8324999999999996,3.109166666666667
600,8.253333333333334,2.9746666666666663
472,14.35594262295082,2.761764705882353
70,0.3333333333333357,4.1
599,6.049999999999999,4.467826086956522
754,1.5650000000000013,2.13
277,11.839743589743591,0.22025641025641024
723,1.5999999999999979,1.7813953488372092
9,4.968534482758621,1.1172413793103448
359,5.436111111111114,1.2333333333333334
707,0.3000000000000007,1.7813953488372092
192,4.432500000000001,2.1849999999999996
629,1.0095238095238095,1.7813953488372092
559,9.562500000000004,0.2608333333333333
684,0.7500000000000018,1.7813953488372092
