,m_avg_deep_temp,m_avg_dissolved_oxygen,temperature,precipitation_sum,type_enc,strat_enc
46,23.125,1.021875,19.266666666666666,5.383333333333334,1,0
256,17.72093023255814,1.2744186046511627,26.32258064516129,3.3483870967741933,0,0
106,19.26,5.247999999999999,13.103225806451611,3.787096774193549,1,0
317,21.03333333333333,4.535,18.82,2.72,0,2
733,26.6,1.7813953488372092,24.296666666666667,3.373333333333333,2,2
574,15.8125,0.8975,25.37,2.4366666666666665,0,1
559,17.404166666666665,0.2608333333333333,23.113333333333333,1.7266666666666666,0,1
518,13.957142857142856,1.584126984126984,16.69677419354839,2.1096774193548384,0,1
456,22.7,0.2425,22.816129032258065,4.029032258064516,0,2
344,17.78,5.024,21.49,3.8866666666666654,0,2
665,22.15,1.7813953488372092,22.76,0.5166666666666667,2,2
421,24.079310344827583,0.4327586206896552,23.15806451612903,1.0258064516129033,0,2
47,15.773333333333332,6.566666666666666,15.503225806451614,3.56774193548387,1,0
157,21.92439024390244,0.8512195121951219,24.580645161290324,3.7064516129032254,0,0
513,8.964705882352941,5.502941176470588,21.0258064516129,5.390322580645161,0,1
734,24.85,1.7813953488372092,25.9,1.8838709677419356,2,2
234,19.26,3.902,15.52258064516129,4.809677419354839,0,0
602,22.44333333333333,0.3526666666666667,25.932258064516127,4.235483870967743,0,1
659,21.575,1.7813953488372092,19.040000000000003,1.413333333333333,2,2
218,18.47068965517241,1.389655172413793,23.7,3.6766666666666663,0,0
383,15.175,8.620833333333334,14.619354838709675,5.309677419354839,0,2
607,21.326666666666664,0.8633333333333333,26.206451612903223,2.9000000000000004,0,1
195,19.775,2.775,23.69333333333333,4.246666666666667,0,0
90,18.666666666666668,5.213333333333334,21.976666666666667,4.14,1,0
162,17.56851851851852,1.5018518518518518,25.596774193548388,2.8838709677419354,0,0
246,20.41176470588235,3.5617647058823527,17.32903225806452,4.870967741935484,0,0
343,13.675,8.629999999999999,15.661290322580646,6.387096774193548,0,2
54,18.941666666666663,5.133333333333334,22.30333333333333,5.426666666666667,1,0
512,12.844444444444443,2.1507936507936507,15.141935483870968,2.203225806451613,0,1
700,21.5,1.7813953488372092,21.758064516129032,1.7161290322580645,2,2
16,24.83448275862069,0.8103448275862069,20.71,3.48,1,0
382,14.185,8.365,12.44516129032258,4.470967741935484,0,2
156,19.605172413793102,0.960344827586207,24.97741935483871,4.625806451612903,0,0
416,22.8,2.8075,21.453333333333333,1.2966666666666666,0,2
43,17.934375,5.50625,22.543333333333333,4.3100000000000005,1,0
506,16.36470588235294,2.1,15.251612903225809,2.5903225806451613,0,1
481,19.291666666666668,0.0687499999999999,20.423333333333336,5.24,0,1
546,19.056818181818183,0.0988636363636363,25.287096774193547,3.2451612903225806,0,1
422,22.4,2.466666666666667,21.006666666666668,1.52,0,2
297,22.86875,0.0875,25.94193548387097,3.203225806451613,0,0
305,24.442857142857143,0.3285714285714286,23.55,5.776666666666667,0,0
489,12.711764705882352,3.750980392156863,17.693548387096776,2.229032258064516,0,1
648,20.85,1.7813953488372092,23.96333333333333,1.8833333333333333,2,2
145,23.78666666666667,2.2486666666666664,22.32258064516129,3.774193548387097,1,0
706,22.15,1.7813953488372092,21.74333333333333,1.6866666666666668,2,2
198,22.38095238095238,1.5642857142857145,20.336666666666662,5.726666666666668,0,0
622,13.175,1.7813953488372092,13.27741935483871,2.109677419354839,2,2
454,21.33818181818182,1.8863636363636365,22.05666666666667,6.613333333333333,0,2
289,15.47142857142857,4.047619047619048,18.216129032258067,5.625806451612903,0,0
660,18.6,1.7813953488372092,13.44516129032258,1.5032258064516129,2,2
504,16.072289156626507,0.7075757575757576,24.41290322580645,2.0516129032258066,0,1
742,19.223809523809525,1.7813953488372092,19.426666666666662,1.336666666666667,2,2
492,13.066176470588236,0.3941176470588235,24.741935483870968,2.738709677419355,0,1
98,24.092857142857145,0.5428571428571428,25.996774193548383,2.8774193548387097,1,0
509,13.601492537313431,0.4611940298507462,25.58709677419355,1.5225806451612904,0,1
443,21.52857142857143,0.1085714285714285,24.596774193548388,2.403225806451613,0,2
338,18.31,1.28,23.026666666666664,1.63,0,2
744,23.25,1.7813953488372092,22.3,2.4225806451612906,2,2
303,22.54285714285714,0.5357142857142857,26.10967741935484,3.593548387096774,0,0
736,23.6,1.7813953488372092,21.53,1.0166666666666666,2,2
725,9.8,1.7813953488372092,13.50967741935484,1.0870967741935482,2,2
636,11.55,1.7813953488372092,19.98333333333333,2.333333333333333,2,2
277,17.576923076923077,0.2202564102564102,27.55666666666667,1.8133333333333328,0,0
486,12.759036144578314,0.4132530120481927,25.55483870967742,3.887096774193549,0,1
321,19.57,0.0,25.05161290322581,0.8774193548387097,0,2
139,24.792857142857144,1.4757142857142858,25.44193548387097,3.616129032258064,1,0
705,24.366666666666664,1.7813953488372092,25.1,3.5935483870967744,2,2
323,21.186666666666667,4.366666666666666,19.076666666666664,2.06,0,2
127,20.98888888888889,1.4455555555555557,26.10322580645161,4.687096774193549,1,0
644,24.5,1.7813953488372092,24.45483870967742,2.7580645161290325,2,2
620,23.0,1.7813953488372092,23.148387096774197,2.003225806451613,2,2
458,19.5,7.218000000000001,12.63225806451613,2.5354838709677416,0,2
681,22.05,1.7813953488372092,23.887096774193548,3.8451612903225807,2,2
448,20.11181818181818,0.99,20.953333333333333,3.4166666666666665,0,2
525,12.937804878048782,3.4012195121951216,20.467741935483872,3.935483870967742,0,1
361,24.18947368421053,0.994736842105263,22.72903225806452,1.812903225806452,0,2
201,18.788636363636364,0.9159090909090908,25.716129032258067,1.283870967741935,0,0
469,15.140298507462688,0.6417910447761194,22.35333333333333,3.603333333333333,0,1
488,11.9578125,1.7234375,13.961290322580645,3.4935483870967743,0,1
591,16.52,0.06,25.09333333333333,4.943333333333333,0,1
188,14.85,2.5977272727272727,19.32258064516129,5.590322580645162,0,0
615,22.51333333333333,0.66,23.166666666666668,5.156666666666666,0,1
657,20.0,1.7813953488372092,24.141935483870967,1.2129032258064516,2,2
671,21.05,1.7813953488372092,20.41333333333333,0.7866666666666667,2,2
128,24.416666666666668,0.5750000000000001,25.75483870967742,3.429032258064516,1,0
686,19.8,1.7813953488372092,23.346666666666668,4.85,2,2
122,22.125,1.23375,22.816129032258065,3.719354838709677,1,0
9,21.96896551724138,1.1172413793103448,23.67096774193548,3.412903225806452,1,0
647,19.223809523809525,1.7813953488372092,15.551612903225807,1.7967741935483872,2,2
164,18.134883720930237,1.330232558139535,22.66,2.536666666666666,0,0
292,24.35,0.39375,26.206451612903223,3.5580645161290323,0,0
719,17.9,1.7813953488372092,17.177419354838708,3.9,2,2
631,19.223809523809525,1.7813953488372092,25.948387096774194,1.1774193548387095,2,2
101,16.075,6.7250000000000005,16.90967741935484,2.806451612903226,1,0
526,14.346969696969696,1.9696969696969695,23.78333333333333,2.9733333333333336,0,1
351,23.380000000000003,1.6350000000000002,22.51290322580645,1.6451612903225807,0,2
373,23.6625,2.1958333333333333,21.40322580645161,4.425806451612904,0,2
59,18.344444444444445,5.888888888888889,18.67096774193548,2.303225806451613,1,0
493,12.753030303030304,0.7727272727272727,20.55,2.6533333333333333,0,1
48,17.103333333333335,5.489999999999999,20.796666666666667,7.1466666666666665,1,0
683,21.15,1.7813953488372092,18.4,1.62,2,2
646,14.6,1.7813953488372092,12.161290322580646,2.496774193548387,2,2
109,20.325,0.7741666666666668,24.5,2.867741935483872,1,0
529,16.798765432098765,0.934567901234568,20.816666666666663,3.103333333333333,0,1
666,16.65,1.7813953488372092,14.170967741935485,2.135483870967742,2,2
133,23.485714285714288,0.0385714285714285,23.64516129032258,2.096774193548387,1,0
239,22.65185185185185,1.4296296296296296,20.33333333333333,4.013333333333333,0,0
709,18.1,1.7813953488372092,21.066666666666663,3.27,2,2
76,17.78,4.74,14.27741935483871,1.6161290322580646,1,0
223,13.828,3.48,20.348387096774196,4.335483870967742,0,0
381,21.624,5.8,17.296666666666667,1.5133333333333332,0,2
150,23.1,0.7992857142857144,25.432258064516127,3.412903225806452,1,0
625,19.223809523809525,1.7813953488372092,23.33870967741936,4.125806451612903,2,2
318,15.18,7.073333333333333,12.54516129032258,4.090322580645161,0,2
500,15.075,1.575,15.329032258064515,4.858064516129032,0,1
578,17.441666666666666,2.725,15.551612903225807,2.074193548387097,0,1
6,14.602857142857143,7.542857142857143,17.141935483870967,5.306451612903226,1,0
553,20.442857142857143,0.5693650793650793,21.896666666666665,1.3833333333333333,0,1
311,20.545,3.06,18.236666666666668,1.6566666666666667,0,2
18,14.191304347826089,8.02608695652174,16.383870967741935,4.683870967741935,1,0
191,21.25675675675676,0.9540540540540542,27.370967741935484,2.238709677419355,0,0
413,20.29,2.726,22.136666666666667,3.753333333333333,0,2
478,14.762295081967212,0.4639344262295082,21.696666666666665,3.44,0,1
634,19.223809523809525,1.7813953488372092,14.432258064516128,1.7580645161290325,2,2
280,24.163636363636364,2.0558823529411767,22.926666666666662,1.9333333333333331,0,0
328,21.58,3.34,20.138709677419357,1.525806451612903,0,2
0,12.935897435897436,8.492307692307692,15.983870967741936,4.054838709677419,1,0
60,18.46,1.8733333333333333,23.16333333333333,3.04,1,0
420,23.85333333333333,1.4253333333333331,23.10322580645161,2.306451612903226,0,2
716,23.4,1.7813953488372092,23.532258064516128,1.132258064516129,2,2
652,15.95,1.7813953488372092,16.896774193548385,4.922580645161291,2,2
565,20.360526315789475,0.6936842105263158,19.69333333333333,5.633333333333334,0,1
97,21.07333333333333,2.066666666666667,25.429032258064517,2.948387096774194,1,0
544,17.312,0.2844,21.39333333333333,3.453333333333333,0,1
495,10.47313432835821,3.392537313432836,19.048387096774192,6.199999999999999,0,1
394,16.35,10.782,11.529032258064516,1.6064516129032258,0,2
339,21.266666666666666,0.6466666666666666,23.638709677419357,2.8483870967741933,0,2
755,25.05,0.135,24.070967741935487,4.241935483870968,2,2
751,24.55,0.105,22.28,2.1533333333333333,2,2
269,19.078,0.8254,23.57,0.6733333333333333,0,0
96,16.56,3.84,24.043333333333333,1.75,1,0
707,11.0,1.7813953488372092,13.94516129032258,1.57741935483871,2,2
551,19.229113924050637,0.1826582278481012,24.548387096774192,3.638709677419355,0,1
55,21.683333333333334,1.2625,24.31290322580645,2.032258064516129,1,0
350,22.523076923076925,1.6423076923076925,22.029032258064515,2.7193548387096773,0,2
723,23.8,1.7813953488372092,24.0258064516129,0.4806451612903226,2,2
682,24.55,1.7813953488372092,24.11935483870968,3.264516129032258,2,2
259,15.004545454545456,3.0090909090909093,21.503225806451614,1.3258064516129031,0,0
39,21.74324324324324,0.1972972972972973,26.361290322580647,2.048387096774193,1,0
10,21.634375,1.303125,20.973333333333336,3.043333333333333,1,0
527,15.598958333333334,0.8093750000000001,25.374193548387098,2.8096774193548386,0,1
304,22.46875,0.3974999999999999,25.12258064516129,3.3870967741935485,0,0
215,19.34047619047619,2.019047619047619,22.77,0.9633333333333332,0,0
313,14.24,8.946666666666665,14.612903225806452,5.838709677419355,0,2
298,23.82857142857143,0.4571428571428571,23.87741935483871,4.725806451612903,0,0
371,16.238095238095237,5.671428571428571,18.070967741935483,3.6548387096774193,0,2
26,21.70357142857143,0.8857142857142858,27.074193548387097,2.2838709677419358,1,0
576,16.9984375,0.6625,25.470967741935485,1.0516129032258066,0,1
184,13.628070175438596,3.840350877192983,17.835483870967742,2.541935483870968,0,0
237,19.883636363636363,0.8381818181818183,24.93870967741936,2.6548387096774198,0,0
376,16.266666666666666,8.016666666666667,13.348387096774196,1.964516129032258,0,2
88,19.03846153846154,4.469230769230769,14.348387096774196,1.4774193548387098,1,0
11,18.225,4.678125,15.019354838709678,4.280645161290322,1,0
741,19.223809523809525,1.7813953488372092,23.432258064516127,2.003225806451613,2,2
728,22.4,1.7813953488372092,21.62258064516129,2.893548387096774,2,2
385,23.1,2.110526315789474,24.81290322580645,1.7580645161290325,0,2
268,18.9875,0.1795,25.6,2.0580645161290323,0,0
38,19.83225806451613,0.6870967741935484,25.32258064516129,2.335483870967742,1,0
152,24.46,0.4038461538461538,23.41,5.226666666666668,1,0
79,19.14814814814815,2.807407407407408,25.34193548387097,2.5580645161290323,1,0
429,15.4,7.415999999999999,10.63225806451613,3.835483870967742,0,2
241,15.113636363636363,3.588636363636364,21.325806451612905,4.887096774193548,0,0
249,16.411627906976744,0.1976744186046511,26.325806451612905,3.274193548387097,0,0
689,21.6,1.7813953488372092,22.40333333333333,4.203333333333334,2,2
698,21.8,1.7813953488372092,21.74,3.29,2,2
345,20.266666666666666,4.426666666666667,23.506451612903227,2.035483870967742,0,2
545,18.185915492957747,0.247887323943662,25.106451612903225,2.3161290322580643,0,1
174,20.981818181818184,0.4606060606060606,25.30967741935484,5.074193548387097,0,0
735,28.1,1.7813953488372092,25.92258064516129,1.0612903225806452,2,2
567,11.315555555555555,3.343555555555556,21.654838709677417,1.303225806451613,0,1
24,14.0,8.807142857142857,18.60967741935484,2.2419354838709675,1,0
161,16.599999999999998,3.4181818181818184,23.946666666666665,2.53,0,0
93,21.044444444444444,3.6666666666666665,20.50333333333333,6.613333333333333,1,0
182,19.7025,1.7150000000000003,20.476666666666667,4.046666666666667,0,0
760,23.5,0.12,23.49333333333333,4.23,2,2
119,15.023529411764706,7.783529411764706,17.993548387096773,6.774193548387097,1,0
503,15.172619047619047,0.6309523809523809,24.48064516129032,6.125806451612903,0,1
262,18.28214285714285,0.7821428571428571,30.116129032258065,0.2806451612903226,0,0
266,16.912,0.8036,25.386666666666667,1.68,0,0
58,21.006666666666668,3.306666666666666,15.690322580645162,1.1709677419354838,1,0
315,19.96,1.7813953488372092,22.135483870967743,6.090322580645162,0,2
168,18.14186046511628,1.7813953488372092,26.39032258064516,2.0935483870967744,0,0
81,22.05,0.55,22.78333333333333,5.1066666666666665,1,0
522,12.46818181818182,0.9236363636363636,25.983870967741936,0.6483870967741936,0,1
680,18.9,1.7813953488372092,21.50333333333333,2.216666666666667,2,2
226,17.32121212121212,0.6848484848484849,25.25483870967742,2.393548387096774,0,0
687,20.8,1.7813953488372092,26.038709677419355,0.996774193548387,2,2
334,22.78,1.355,24.05806451612903,1.5548387096774194,0,2
609,21.625806451612902,0.9183870967741936,20.66333333333333,5.576666666666667,0,1
221,20.677777777777777,1.7648148148148148,21.16,3.453333333333333,0,0
726,17.549999999999997,1.7813953488372092,17.706451612903226,3.8225806451612905,2,2
577,17.19625,1.16,23.59,1.2066666666666666,0,1
664,23.8,1.7813953488372092,24.467741935483872,0.7548387096774193,2,2
597,22.26,1.3893333333333333,23.006666666666668,2.41,0,1
83,16.604347826086954,7.069565217391304,17.961290322580645,6.396774193548387,1,0
92,22.41,0.8099999999999999,22.26774193548387,1.8838709677419356,1,0
301,15.146666666666668,3.24,22.31612903225807,4.961290322580646,0,0
19,18.641379310344828,6.041379310344827,20.540000000000003,3.58,1,0
185,16.361702127659573,0.7851063829787234,25.246666666666663,3.1333333333333333,0,0
227,18.0188679245283,1.2471698113207546,20.74,1.7,0,0
209,23.032432432432437,0.9702702702702702,24.73,1.4833333333333334,0,0
333,23.825,1.91,24.212903225806453,2.674193548387097,0,2
231,17.486538461538462,1.8634615384615385,26.364516129032257,2.403225806451613,0,0
508,11.701176470588235,1.9552941176470584,21.45,6.906666666666666,0,1
428,21.042105263157897,3.2463157894736843,19.39,1.73,0,2
314,18.9,1.7813953488372092,20.76,2.1133333333333333,0,2
748,22.5,0.05,23.576666666666664,1.5633333333333332,2,2
238,21.31851851851852,1.0,25.251612903225805,3.4000000000000004,0,0
137,19.75,5.629285714285714,24.186666666666667,2.48,1,0
25,18.38235294117647,4.014705882352941,23.28,1.68,1,0
595,16.193333333333335,0.0086666666666666,24.65,4.723333333333334,0,1
674,22.3,1.7813953488372092,22.34333333333333,3.63,2,2
340,22.346666666666668,2.1,21.76129032258065,2.9935483870967743,0,2
61,20.445454545454545,1.2045454545454546,26.17096774193548,1.8064516129032255,1,0
307,12.988,5.332000000000001,14.24516129032258,4.074193548387097,0,2
158,22.952272727272728,1.5,20.686666666666667,6.19,0,0
523,12.62608695652174,0.8695652173913043,22.71333333333333,0.9133333333333332,0,1
471,11.55735294117647,5.066176470588236,21.506451612903227,5.703225806451614,0,1
17,19.630000000000003,5.385,15.925806451612903,0.7451612903225807,1,0
67,21.707692307692305,1.6076923076923075,23.18064516129032,3.325806451612903,1,0
586,17.7975,0.8225,27.176666666666662,2.42,0,1
564,19.723333333333336,0.1683333333333333,26.22903225806452,3.3548387096774195,0,1
112,21.27058823529412,3.5488235294117647,18.529032258064515,3.2193548387096773,1,0
635,13.9,1.7813953488372092,15.86451612903226,3.167741935483871,2,2
516,14.480722891566266,0.7650602409638554,25.796774193548387,0.6225806451612903,0,1
702,13.4,1.7813953488372092,15.758064516129032,1.632258064516129,2,2
102,17.814285714285713,5.021428571428571,21.473333333333336,3.69,1,0
415,24.925,1.404,25.34193548387097,2.0129032258064514,0,2
487,12.812121212121212,0.6696969696969698,20.016666666666666,4.546666666666667,0,1
473,12.685365853658537,0.6816326530612244,26.18064516129032,1.9806451612903224,0,1
557,13.621875,0.5171875,26.20967741935484,2.9838709677419355,0,1
643,20.866666666666664,1.7813953488372092,25.42258064516129,2.703225806451613,2,2
291,21.5,0.0777777777777777,26.548387096774192,5.145161290322581,0,0
263,18.557142857142857,1.5190476190476192,24.136666666666667,1.87,0,0
251,20.383333333333333,0.8395833333333335,23.48,1.3299999999999998,0,0
611,13.27777777777778,6.458666666666667,22.40967741935484,4.180645161290323,0,1
596,22.116129032258065,0.192258064516129,24.9,1.5903225806451613,0,1
1,16.744999999999997,7.085000000000001,21.86,6.02,1,0
549,13.34047619047619,2.9309523809523808,21.17419354838709,7.170967741935483,0,1
375,22.1625,3.39,17.39333333333333,2.786666666666666,0,2
711,22.5,1.7813953488372092,24.89354838709677,2.22258064516129,2,2
580,18.13958333333333,0.8093750000000001,24.416666666666668,3.523333333333333,0,1
367,24.0375,1.5166666666666666,25.374193548387098,1.9064516129032256,0,2
402,19.344,1.554,22.936666666666667,1.403333333333333,0,2
619,21.275,1.7813953488372092,24.106451612903225,2.57741935483871,2,2
2,20.72068965517241,3.7517241379310335,23.796774193548387,5.0,1,0
95,12.94,6.8133333333333335,16.96451612903226,1.058064516129032,1,0
535,14.125333333333334,0.6639999999999999,20.60666666666667,1.6233333333333333,0,1
496,14.867164179104478,0.7238805970149254,23.12333333333333,3.52,0,1
629,19.223809523809525,1.7813953488372092,21.083870967741937,2.2774193548387096,2,2
675,22.7,1.7813953488372092,22.687096774193545,4.438709677419355,2,2
284,18.04285714285714,0.6042857142857142,25.58709677419355,3.3870967741935485,0,0
211,14.885185185185184,4.125925925925926,20.19677419354839,1.596774193548387,0,0
410,21.14,3.5645,17.296666666666667,3.1666666666666665,0,2
173,16.586363636363636,1.7,21.89333333333333,3.563333333333333,0,0
287,21.56,0.51,22.836666666666662,2.67,0,0
583,21.3515625,0.5734375,21.35,3.963333333333333,0,1
142,16.40434782608696,7.104782608695652,18.396774193548385,4.403225806451613,1,0
412,17.333333333333332,4.248666666666667,18.664516129032258,0.7741935483870968,0,2
192,20.73,2.185,20.866666666666667,3.273333333333333,0,0
750,25.8,0.1,25.4,3.264516129032258,2,2
401,14.326666666666666,8.033999999999999,14.341935483870968,2.5193548387096776,0,2
229,16.41627906976744,4.362790697674418,18.038709677419355,4.132258064516129,0,0
677,22.5,1.7813953488372092,18.433333333333334,2.7366666666666664,2,2
217,14.959154929577464,5.674647887323943,20.59032258064516,3.835483870967742,0,0
154,11.146031746031747,5.084126984126985,17.861290322580647,2.1516129032258067,0,0
430,16.479999999999997,6.183,18.06451612903226,3.990322580645161,0,2
403,23.452,0.1012,24.59032258064516,1.7935483870967743,0,2
181,18.976,1.034,25.887096774193548,3.56774193548387,0,0
335,20.484,3.26,17.73,3.1766666666666667,0,2
630,19.223809523809525,1.7813953488372092,24.39,0.8933333333333333,2,2
74,23.15,1.55625,24.52258064516129,2.0806451612903225,1,0
414,22.88235294117647,2.334705882352941,22.138709677419357,1.8225806451612905,0,2
435,15.75,7.781000000000001,13.887096774193548,0.9129032258064516,0,2
764,20.6,0.24,13.89032258064516,2.2516129032258063,2,2
233,18.503030303030304,1.7030303030303031,23.48,4.516666666666667,0,0
20,21.57586206896552,4.56551724137931,24.177419354838708,4.658064516129032,1,0
653,19.2,1.7813953488372092,22.17,5.283333333333333,2,2
673,18.6,1.7813953488372092,19.141935483870967,3.2516129032258063,2,2
589,18.78219178082192,1.134375,23.09333333333333,2.4433333333333334,0,1
30,13.962162162162162,8.537837837837838,16.22258064516129,3.138709677419355,1,0
290,18.022222222222226,0.3055555555555556,25.386666666666667,2.6766666666666667,0,0
252,21.513793103448275,3.041379310344828,16.503225806451614,0.3032258064516129,0,0
69,22.3,0.7352941176470589,19.52,4.216666666666667,1,0
87,22.386666666666667,2.66,19.386666666666667,4.036666666666666,1,0
114,17.864285714285714,4.128571428571428,24.53666666666667,2.9,1,0
548,18.49833333333333,1.6416666666666666,15.203225806451613,1.7774193548387098,0,1
91,22.85,0.7999999999999999,23.316129032258065,4.6,1,0
465,10.066153846153846,6.22,17.596774193548388,5.803225806451613,0,1
167,16.625,3.186363636363636,23.986666666666668,2.966666666666667,0,0
407,18.258333333333333,0.8191666666666667,19.94,3.6166666666666663,0,2
320,17.21,0.0,23.65,0.88,0,2
763,19.223809523809525,1.7813953488372092,21.56,6.106666666666667,2,2
585,14.7546875,5.175,20.76774193548387,5.887096774193548,0,1
77,15.460869565217392,7.404347826086956,17.103225806451615,3.980645161290323,1,0
566,19.175555555555555,3.4384444444444444,13.47741935483871,3.625806451612903,0,1
531,10.372463768115942,3.717391304347826,20.280645161290323,4.183870967741936,0,1
